problem_id,bkt_slip,bkt_guess
1DYKGTYQLL,0.1,0.0
1DKJMX38K9,0.05,0.0
YUZU9QUVW,0.05,0.0
QF31K0Q25,0.1,0.0
NL4YSL5F8,0.05,0.0
DZR9HY953,0.1,0.0
182TCI1UWV,0.05,0.0
1WFZL996XX,0.05,0.0
1OQDG8VNQ8,0.05,0.0
29JO4TUA7I,0.1,0.0
1B4H048F6J,0.15,0.0
21KSGO1FVE,0.05,0.0
BVY532GG0,0.05,0.0
9AAI0TU6Z,0.1,0.0
295CDVCR7J,0.05,0.0
2QRI1HMRWO,0.1,0.0
WQNY3IH3Q,0.05,0.0
33KH05LXK,0.15,0.0
1UCVG5CS3Z,0.05,0.0
13AYOVCPP0,0.1,0.0
1VO5W0KUNX,0.1,0.0
BCDD28V75,0.1,0.0
1EPC21SEF1,0.05,0.0
19D4QXYCAH,0.05,0.0
20U4YS0U3J,0.05,0.0
7LKQT5EQL,0.1,0.0
2E9M0W9989,0.05,0.0
1XGF0SAKZH,0.1,0.0
1N7SN3QR78,0.1,0.0
VYW5ARPNQ,0.05,0.0
2I0JF1HAEO,0.1,0.0
28P9YSUMMN,0.05,0.0
2O1CW7WJC9,0.05,0.0
18O29ZUHBO,0.1,0.0
1NJ2U2903B,0.1,0.0
27KDA4WFTW,0.05,0.0
P7OMQP8PE,0.05,0.0
18KJUYWULJ,0.05,0.0
VWP7WMECB,0.1,0.0
M2RNB3UJU,0.05,0.0
VYLVGYXGM,0.15,0.0
1ACWNJ1C3L,0.2,0.0
2FP1T28OS0,0.1,0.0
I62EVQ0B5,0.15,0.0
PISLR4U6O,0.1,0.0
2MFLIKCJ33,0.1,0.0
XBWRV7FKV,0.1,0.0
18H4QUMBM2,0.15,0.0
105HQ3G93A,0.1,0.0
I5FMN6ULN,0.1,0.0
1O99BD4LKC,0.15,0.0
1AMVWZLBU8,0.15,0.0
106JG3AGND,0.2,0.0
2IUFRJY07B,0.1,0.0
149LVHKG70,0.2,0.0
2R20RKXFVI,0.2,0.0
1P1W5Z6GD2,0.1,0.0
2DA3S83OZW,0.15,0.0
2GSTWEIG61,0.1,0.0
2I8IDC71F4,0.05,0.0
1SNG3JV1MV,0.05,0.0
2DWGG4HTT,0.05,0.0
I6YGI0YG0,0.05,0.0
RMPOVTB2G,0.05,0.0
2BL5AW8OOU,0.1,0.0
BZVYWHK9,0.05,0.0
1NVXY57ZFM,0.15,0.0
1J1YB21171,0.05,0.0
134V2KYONM,0.1,0.0
20GD1E7FQV,0.15,0.0
1SKPMXNZWQ,0.1,0.0
206YULBAZN,0.05,0.0
1XSEYIGIW4,0.05,0.0
2PB34EWRSQ,0.05,0.0
UA1800KTO,0.05,0.25
A8RJZCZZP,0.05,0.25
12YL3ARS11,0.1,0.0
1LLRJY4C55,0.1,0.0
2DK7Z8MWXA,0.2,0.0
1W5MD4EZD4,0.1,0.0
H209NJ9BV,0.1,0.0
CWHW5319Y,0.1,0.0
QDYDNKUTQ,0.05,0.0
Q7SA57S3H,0.1,0.0
1ZY4ULJHUV,0.05,0.25
1HWP1QGL0T,0.1,0.0
KNAD5VABG,0.1,0.0
2LGXWYNOSG,0.05,0.0
C0US3AA85,0.15,0.0
2NPHSDPA4V,0.2,0.0
5AYUY66WG,0.15,0.0
2AIF1SQ37C,0.1,0.0
1PVX26H8PB,0.15,0.0
1ALU2RWJED,0.2,0.0
UGPD44CTN,0.2,0.0
22YCLYC91V,0.2,0.0
2LPRPWNEV4,0.15,0.0
1BZP8VVLT3,0.1,0.0
1GXGAM8CUR,0.2,0.0
1MSRFQBSZC,0.2,0.0
QTTJV5UOR,0.2,0.0
2KH8B5KKRD,0.1,0.0
BH8FW26PY,0.2,0.0
29A6ZN4HHL,0.15,0.0
7ICEPH05N,0.1,0.0
1N9V26NKSE,0.1,0.0
2OMA39RCID,0.15,0.0
21ZL0Q3B32,0.1,0.0
19FDXWXT2Y,0.15,0.0
1K60NOTDXZ,0.2,0.0
1Z1EF7GBS3,0.2,0.0
J9BOW9N9,0.15,0.0
RF2P4P0UG,0.1,0.0
23M7M54FJB,0.05,0.0
115STOO7R9,0.05,0.0
11ANBLR6J9,0.05,0.0
B94GT2E5S,0.05,0.0
X0EJSW503,0.05,0.0
FEQZNMUQ5,0.05,0.0
1JZ5ZD9VA8,0.05,0.0
HI32XTLQC,0.05,0.0
14OMIBP3WP,0.05,0.0
URZB7I03K,0.05,0.0
3PWC0T4VT,0.1,0.0
OU4LB24FU,0.05,0.0
RE362ORB2,0.05,0.0
1OXN5C3XHD,0.05,0.0
1YAZWFB5CZ,0.05,0.0
1D4ADMEZ0T,0.05,0.0
190WHUR1V9,0.1,0.0
2J17ZVCCY,0.15,0.0
19F8P1AR9C,0.1,0.0
VPK8VGA4U,0.05,0.0
VGXPPZLVS,0.15,0.0
Y4WA3JHZW,0.1,0.25
26SBZU1GY5,0.05,0.0
22YM6HRKYI,0.15,0.25
2CP8W4ZFIO,0.05,0.0
2OIHYUEIJ,0.05,0.0
15TMYAMRAX,0.05,0.0
2EHPUROZ6N,0.05,0.0
9LA25QU9C,0.15,0.0
1DWUZJ8CBZ,0.05,0.0
13W28HO1E1,0.05,0.0
33KHZQZ7E,0.15,0.0
224LD5UB5K,0.1,0.0
WHXH2EY56,0.1,0.0
2NDA946EWX,0.05,0.0
13DLSH5DZ7,0.05,0.0
2OSUNLJQ1Q,0.05,0.0
XTXBWDN5Z,0.1,0.25
2CHCG7G1UI,0.15,0.25
1XNXC9PPE3,0.1,0.25
1XN0ON3BAQ,0.2,0.0
69EMG1KI8,0.2,0.0
292N8UL1X9,0.2,0.0
1NM13WZZZ2,0.2,0.0
9WDSYFI1S,0.2,0.0
SG7PVP4Z9,0.15,0.0
L6J14I6DM,0.15,0.0
26LTGTGVXB,0.15,0.0
15LZOD7RJ7,0.15,0.0
2DUI7S17N4,0.15,0.25
14VUB41XHE,0.1,0.25
5EUKUJKWX,0.1,0.0
1HVOOG6VV5,0.1,0.25
R2S2NYBV8,0.1,0.0
1FIVWOX0Z4,0.1,0.0
LKTL7YJCL,0.15,0.0
1URK2WXEFE,0.1,0.0
CP2BGHE0V,0.15,0.25
18AYOHYF33,0.1,0.0
ZY6B9FNXG,0.15,0.25
25AQVMIRNJ,0.1,0.0
2IPZS1X1E6,0.15,0.25
2OG32XL9ZB,0.15,0.0
D7VB68QSC,0.1,0.0
2EXUO8TYTG,0.1,0.0
5XVATF2XS,0.15,0.0
BT40P9OTK,0.1,0.0
G36PHSEAQ,0.05,0.0
2J7TXE1EDS,0.1,0.0
VSQNK579O,0.05,0.0
2D6UP4JP02,0.15,0.0
VRB4M70FS,0.05,0.0
LCP7PSA3N,0.15,0.0
1UWNX2EVOO,0.1,0.0
139IQ18XLO,0.05,0.0
2GDA3H8VGO,0.1,0.0
24X667R5YD,0.05,0.0
2M99WANASF,0.15,0.0
FKCYG3ON3,0.05,0.0
24VA5JZSUA,0.1,0.0
1LX43BOW6V,0.1,0.0
15PVXDQ0QZ,0.1,0.0
16XJILEDFQ,0.1,0.0
2FGW2U2P68,0.1,0.0
LUV28K923,0.05,0.0
14ES8VUCYA,0.1,0.0
A2DHN1HJX,0.05,0.0
2QK02V6MKF,0.1,0.0
1M3F43TNTA,0.1,0.0
HG0W0E2AH,0.1,0.0
LBXAT62J5,0.15,0.0
J3YL0E7V2,0.1,0.0
ZSXDPME06,0.1,0.0
1DRHA7SI97,0.1,0.0
110XLNC2H3,0.1,0.0
10HZVL3B4P,0.1,0.0
1TAOYPUAK5,0.2,0.0
17T6KPWBGF,0.15,0.0
ZVSZH8Y4L,0.2,0.0
2DCL1DQ1TZ,0.2,0.0
479BAEVOC,0.2,0.0
HV3AVQEIR,0.15,0.0
27GRDG1P98,0.2,0.0
9YELR1Y7M,0.2,0.0
XWNS2B73X,0.15,0.0
3SO2P1ZOS,0.2,0.0
5BHAI5905,0.15,0.0
2Q85O6XG5N,0.1,0.0
6IRG9V93X,0.05,0.25
1LYWUNQO0P,0.1,0.0
KJL15PP5K,0.15,0.0
1EVZQXFEQL,0.1,0.0
1JL3AJBDNI,0.15,0.0
1SLBNF8CQZ,0.05,0.25
13IE0341W5,0.1,0.0
WD8K53ZKJ,0.1,0.0
18UKVQA5ZJ,0.05,0.25
1T24LDN2KN,0.1,0.0
2EHRI9KU9Y,0.1,0.0
1I619CQF05,0.1,0.0
27MAYE0XO3,0.15,0.0
2Q2OQRGYRW,0.2,0.0
2RLACQT80K,0.1,0.0
29AOG4ZAW8,0.1,0.0
2Q76RZZYFS,0.1,0.0
27J5H8YAPZ,0.15,0.0
1RV9M4E68Y,0.1,0.0
2439TWT358,0.1,0.25
YENMIHAE7,0.1,0.0
1RS09M558Z,0.05,0.0
P05NW71KH,0.1,0.0
22XMP9RRN8,0.15,0.25
K05EZ006Q,0.15,0.0
HWXTKULB7,0.1,0.0
29JUMOT0J0,0.1,0.0
F1U9L783Q,0.1,0.0
1IH6857JYX,0.1,0.0
V3GDVLIBT,0.15,0.0
H7H99GOYK,0.15,0.0
1KVILJMF0H,0.1,0.0
6DXHZEKZ0,0.1,0.0
VP322FMW5,0.1,0.0
1XRLQKKT6N,0.15,0.0
2DVNLCJ35S,0.1,0.0
141PF3JN4N,0.1,0.0
M9E2X9D2B,0.1,0.0
1JVX6I97R9,0.1,0.0
YTM655AV1,0.15,0.0
11VXPK5W2L,0.1,0.0
1Q3M99BX8E,0.05,0.0
IA1BYWVWP,0.05,0.0
23SS8HUMX,0.15,0.0
1FSZPGM2ZB,0.1,0.0
Q40GBUCJ,0.05,0.0
1DKSTAK918,0.05,0.0
1KGP969457,0.1,0.0
1Z9X1HBVQL,0.1,0.0
15WNADJ9RC,0.1,0.25
17JRS6VO56,0.05,0.25
1LP3Y7GJWO,0.05,0.0
1BFOO5NURO,0.1,0.0
2B0B0NF9B9,0.1,0.0
2P3TUBJY8Q,0.1,0.0
ZDNFO17Y9,0.1,0.0
GFFRBV2RN,0.1,0.0
DIWIF3O1Z,0.1,0.0
1MFQ9NVLUJ,0.1,0.0
23B4THJGGM,0.05,0.0
9PFEKAUKE,0.1,0.0
JE6NYA8IR,0.1,0.0
24FYKSEZEE,0.05,0.0
2BW0I34FZE,0.1,0.0
UPHHV0QGI,0.1,0.0
256NNXJTA9,0.05,0.0
2N6HMXGV39,0.1,0.0
2L1O5U91VD,0.05,0.0
1MG580IBE6,0.1,0.0
L097SB5WH,0.1,0.0
U2TXL03OW,0.1,0.0
2NGW5E8SX0,0.1,0.0
9M0NFYTJZ,0.1,0.0
PQYFR9UQU,0.05,0.25
19IT50VB5U,0.05,0.25
2A6EF5Y60E,0.05,0.25
1RDY6JQOLC,0.1,0.25
OK9IXC5P0,0.15,0.25
2NB7K4XVYP,0.05,0.25
13329HOKNG,0.15,0.25
1LYUCJQ9S4,0.05,0.25
JDJ7ANDJK,0.1,0.25
2FYFH9NFVZ,0.1,0.25
B6P45S069,0.2,0.0
1AOJKNP54B,0.1,0.0
LO0JEXWZY,0.1,0.0
1GCF8NXGRG,0.15,0.0
1T6SQLA0E9,0.1,0.0
1FBTXR6TE,0.2,0.0
12KN896K2W,0.05,0.0
2JRI2TLH6Z,0.1,0.0
2OCPST41Z4,0.1,0.0
1K0QXFZBY2,0.15,0.25
1767Y596TI,0.05,0.25
1KPEI7G20N,0.05,0.25
1IOK2WCV95,0.05,0.25
60WW2GG6V,0.05,0.25
6BHALNUJB,0.1,0.25
30QYIP9A0,0.2,0.0
1X2H99E6OL,0.05,0.0
28QYXSLQRU,0.05,0.0
FHV0FP5D4,0.2,0.0
1K084Y4271,0.05,0.0
XDKQRXO2H,0.2,0.0
1FXEBL3XB6,0.05,0.0
TIKCTRBQS,0.05,0.0
1G75PPRKTW,0.1,0.0
26W8TL75J4,0.05,0.0
2EVKHE64A5,0.05,0.0
HJ51MWBVN,0.1,0.0
1NNQCIM6VS,0.2,0.0
20MZ18ISFV,0.1,0.0
14938GQ5V3,0.1,0.0
N239X8GS6,0.1,0.0
28YAZAEWCE,0.1,0.0
13TW860ID6,0.1,0.0
G6PAWSCX0,0.1,0.0
S3CGQ7US,0.05,0.0
2OK10FGSLO,0.2,0.0
UWECLOIAA,0.15,0.0
NRFNB0VHB,0.05,0.0
4T2SWKXKA,0.05,0.0
HQ1CWZ921,0.05,0.0
2PHR6XKZJM,0.05,0.0
OY5S9D7WU,0.1,0.0
LAA31N85R,0.1,0.0
JUTX7LGK,0.1,0.0
JYJCMFF7I,0.05,0.0
2MOCH3E4BZ,0.1,0.0
2LBBYKIUEL,0.05,0.0
JW77RVHPF,0.05,0.0
66W2K9MT6,0.1,0.0
1XC9XS45EO,0.1,0.0
OF3OUHUAF,0.15,0.0
LVJ55UKYU,0.1,0.0
1C8ODHT9OZ,0.05,0.0
2ADKQLZJKX,0.05,0.0
W3M4QDG0A,0.05,0.0
2GIKFMJW3F,0.15,0.0
2OUE5YGB04,0.05,0.0
1FY8MY1XTQ,0.15,0.0
1297ZUJ7XQ,0.05,0.0
1HZR7NKJ3L,0.05,0.0
2E16HGSBJY,0.1,0.0
1S4DV2BCVF,0.05,0.0
62QEXIEI3,0.05,0.0
2NJ8T2XZKO,0.05,0.0
2M6ZJCV29P,0.05,0.0
1502EBBOE6,0.15,0.0
1FVK4AI97X,0.05,0.0
1W4JQ59TE6,0.1,0.0
25S8N8EGSD,0.2,0.0
G6BPI25FU,0.2,0.0
HPUWCWFJ4,0.1,0.0
DD6TD36I6,0.05,0.0
2DM3X8N84D,0.05,0.0
1H0EL5TA3F,0.05,0.0
2QUGRZQRSA,0.1,0.0
2OPAAFDLCL,0.05,0.0
2CHMZQAR7E,0.1,0.0
10U8X1PQA0,0.1,0.0
1JH2PGEXQV,0.1,0.0
6FXW5SK3,0.1,0.0
2ON9DC1QY8,0.1,0.0
LXIB64APJ,0.1,0.0
2G1A5RVTH,0.15,0.0
HV3IBAJBN,0.1,0.0
2OAEA2SPT0,0.1,0.0
2B3W7ONME4,0.1,0.0
19GFVK8V8V,0.1,0.0
JZHYW9QJ9,0.1,0.0
OHS68MZLS,0.05,0.0
E0T67EDX7,0.05,0.0
23KH77T1MN,0.1,0.0
2M4ME1WC5Z,0.1,0.0
2OAZP517U6,0.1,0.0
NMXEY600X,0.1,0.0
AXCY9LPCO,0.1,0.0
MIG5459MT,0.05,0.0
2KGSVP80PK,0.05,0.0
OCV6OVFLX,0.05,0.0
20BT0E9BTX,0.05,0.0
2KWNGPUUZG,0.1,0.0
1ZCV2LF7OI,0.1,0.0
1JKY4IX440,0.1,0.0
1HKVI3SK5K,0.1,0.0
26J9A25KVE,0.2,0.0
V33JF47Z7,0.15,0.0
10OZHBVZ9L,0.2,0.0
3ILLLGKB3,0.2,0.0
1MVBASFTN5,0.2,0.0
1YXBHAAECH,0.15,0.0
L0ILMITMS,0.15,0.0
2GVS9LG1AG,0.05,0.25
2LSX2XFXXO,0.15,0.0
2OJY7HPL7R,0.05,0.0
GFANJSCL4,0.1,0.0
29D9DW7BLM,0.05,0.0
1T1E69IIZB,0.2,0.0
2G2N7191S,0.2,0.0
CIZ8KBN9Z,0.1,0.0
1H1WK3KDY8,0.15,0.0
2G9QE6WQUD,0.15,0.0
1ODAOS1GQ3,0.15,0.0
1XANJ1RO66,0.1,0.0
MQ4ERW5TS,0.1,0.0
C183I4FJF,0.05,0.0
2C6CW1RYUZ,0.2,0.0
133V7INDWL,0.1,0.0
15VA4J9V89,0.05,0.0
E1IJK0XJ5,0.1,0.0
8YZJIBAAN,0.15,0.0
2EM7KHRQY2,0.05,0.0
2G0KD8PDOG,0.1,0.0
2KTJT1P7LN,0.1,0.0
2HXSUH1Q2M,0.1,0.0
KSZ1NEXCK,0.1,0.0
19RR1C8FO1,0.1,0.0
1KI2DIK2GW,0.15,0.0
901WTGLRH,0.1,0.0
2M37E007VO,0.05,0.0
19WMO48CTG,0.2,0.0
22PBSXWJ4Z,0.2,0.0
3F69L31GY,0.1,0.0
17FBRCJ1OH,0.15,0.0
1EN05H868J,0.1,0.0
1FAIUTWZJO,0.1,0.0
2JAT8XEBDM,0.1,0.0
17JMG76994,0.2,0.0
FGLU39606,0.2,0.0
1UXE8P9999,0.15,0.0
23JC4HCW4G,0.15,0.0
2AOB0J163V,0.15,0.0
1EM9KX2Y29,0.1,0.0
2JWUDDETXU,0.1,0.25
1ACLUIHPVX,0.1,0.0
1MRCZ5MKQC,0.1,0.25
1TWCXDGGKQ,0.15,0.25
1RAP4XEOB1,0.1,0.0
P5408UXMG,0.1,0.25
2HVDNDPW7Y,0.1,0.0
2DQYBHG607,0.1,0.25
1KDYDV7XOM,0.2,0.0
LE0R8NQTN,0.1,0.25
2NLE34YQPV,0.2,0.0
1WGLY50ASQ,0.15,0.25
1NKA2LLV6E,0.05,0.25
7TEZ4XHOF,0.1,0.0
BSRWWAF6X,0.1,0.25
W1NYUL4U6,0.1,0.0
1HCIJK0XB5,0.1,0.25
1AU5KBMKO0,0.1,0.0
JDJ9LL1ZN,0.15,0.25
1SU3F1LBTE,0.1,0.0
ZRWW31TCH,0.1,0.25
1D3SSB5M0Z,0.2,0.0
2G8OD7X09W,0.1,0.0
12BW3ZJW7P,0.1,0.0
10SF8GW8AU,0.1,0.0
2INDP296KH,0.05,0.0
1M3XQYBWFK,0.1,0.0
1FR8U2EINP,0.1,0.0
VXXM53EE4,0.2,0.0
I5HQXWZ3B,0.1,0.0
18WD1LEZUQ,0.1,0.0
Q8Y2OJT4U,0.1,0.0
1DR87OOX55,0.05,0.0
JDH12UWOB,0.05,0.0
15IBJQRFDW,0.05,0.0
1IW08TVF8Y,0.05,0.0
2IS2VFZP5I,0.05,0.0
276YLWP3YO,0.05,0.0
I9HVC18ZD,0.1,0.0
1NCCHGKVIF,0.1,0.0
2QSNU9L01B,0.1,0.0
SJCA06B8E,0.15,0.25
2GAWEU0ZR8,0.1,0.0
HHTUJ2P7T,0.05,0.25
BINTWQL5F,0.05,0.0
2HD05VQRHY,0.05,0.0
IYGAFN4SE,0.05,0.0
EYVFH3W4K,0.05,0.0
1ESV2GPWKV,0.05,0.0
GN728DXI7,0.1,0.0
2E6CLIL6GX,0.05,0.0
1TEYRK8LB,0.05,0.0
FJSP4P4DE,0.05,0.0
1O7X42W3LF,0.05,0.0
2IIZYC7EIP,0.05,0.0
QJTXG2ZYM,0.05,0.0
1I56WSU60O,0.05,0.0
4PHLQZCYD,0.05,0.0
2D16YSZEBF,0.05,0.0
FMEZWYVMW,0.05,0.0
1XINEYN26A,0.1,0.0
2N5745LEJL,0.1,0.0
5GYP8YURC,0.05,0.0
2HKATNEEQR,0.05,0.0
49O6L5HE4,0.1,0.0
1LYAEJ5ZYZ,0.05,0.0
HCOGVM41T,0.1,0.0
2JAMB1YTDM,0.05,0.0
1XJNWGA8D5,0.1,0.0
FLURKHB24,0.1,0.0
2DWPTLJFKV,0.1,0.0
12FBPPPZIN,0.1,0.0
67A0DOAZ8,0.1,0.0
UIEVG7TNX,0.2,0.0
1WIGGJUM4M,0.1,0.0
2FMHN3K48X,0.05,0.0
WANEEF07I,0.1,0.25
2CCD0Q62D1,0.1,0.0
EUOVZ8NSV,0.1,0.0
QOZC205XA,0.1,0.0
25FANNAAM,0.1,0.0
F5SWKB6TA,0.05,0.0
5QWQRJV3R,0.05,0.0
2G9UXHDK6C,0.1,0.0
16GYAJ0QE7,0.1,0.0
27M2SOO3EL,0.1,0.0
CHE5774NH,0.15,0.0
1EH2S124OO,0.1,0.0
UQ4WG3J3M,0.1,0.0
28WX82T22V,0.05,0.0
134CKZV8YS,0.05,0.0
R4KFIRKRB,0.05,0.0
138EJ3XI44,0.15,0.1
BSICSO1I2,0.1,0.0
1Q0FADJ2UI,0.1,0.0
35QZ4PO85,0.15,0.0
H3L3Y4P0B,0.2,0.0
D48ZPSVO3,0.1,0.0
LLQN1QXL4,0.1,0.0
2CE5AADL1I,0.05,0.0
2F4V9W6QZE,0.05,0.0
2G0X339UBS,0.05,0.0
28W7LWBFTW,0.2,0.0
2P35KNKVIZ,0.1,0.0
19M7V69FSO,0.05,0.0
14AGRMSKT2,0.15,0.0
8CO354D47,0.15,0.0
RQXZPEV0N,0.15,0.0
RWS85QKRK,0.1,0.0
28U34MLK6L,0.15,0.0
17GSBKW3K0,0.1,0.0
11T79IQ2ZS,0.15,0.25
LHFRCEEWA,0.1,0.0
1TX111852,0.15,0.0
1DTQA0CDZF,0.1,0.0
2CKKM9QE33,0.2,0.0
2JKFTYM30W,0.15,0.0
RTH3MVT54,0.2,0.25
DEIADD4UM,0.1,0.25
29142TOTNI,0.2,0.0
2RP8XFOCM4,0.2,0.1
1Z87TQN4QQ,0.1,0.25
1PLCWK7K6D,0.15,0.25
1C5TZQ2P6I,0.1,0.25
26STLSDMMZ,0.15,0.25
1BYX4CR4H5,0.1,0.25
3165BD5R2,0.1,0.25
8NW3EM1XS,0.1,0.0
2B42IBFQQY,0.2,0.1
2EHN98VGYQ,0.2,0.1
1KK0GMB00L,0.15,0.0
2E7AM6MRXC,0.2,0.0
29R74SYR0Z,0.15,0.0
2DVOEMLB,0.15,0.0
TKRC2ZAZL,0.2,0.25
TA24YNUFZ,0.1,0.0
T42A4N7DV,0.1,0.0
2LK776VA1T,0.1,0.0
29DWTB1U5N,0.1,0.0
17V6FM4EC0,0.15,0.0
20AK6ZJV0,0.05,0.25
W154ZNR6B,0.05,0.25
216YBSC2S7,0.1,0.25
IMV91QKR5,0.1,0.25
28DJTAMA87,0.1,0.0
PTCVJ8KZM,0.1,0.0
3DWMAXLWR,0.05,0.0
6YJ5RODPK,0.05,0.0
99205J5XZ,0.1,0.0
1JQ0O0793X,0.1,0.0
1UD8KQOP8C,0.1,0.25
PNJY7SLPV,0.15,0.25
5IFMZ633T,0.2,0.0
1II120NJN7,0.2,0.0
2LZFKTUR0H,0.15,0.0
VJPHZQKY,0.2,0.0
11GI5FO5NL,0.2,0.0
2HP3H4547D,0.1,0.0
259XMS1SSU,0.15,0.0
PP8O6X3KX,0.15,0.25
1RU3TFPHQ8,0.2,0.0
1ZJTNT5U5T,0.15,0.0
2MO9TQSJ4A,0.15,0.0
23152HV5ST,0.15,0.0
SP4XZPZZU,0.2,0.0
2J0AV851Y0,0.1,0.0
RILWE7UN,0.2,0.0
1919NPZVRL,0.2,0.0
2MY5SROUKL,0.2,0.0
8XJGYWCVI,0.2,0.0
2CEB04SRBH,0.15,0.0
MBVJRZ34,0.15,0.0
USXTRDPQL,0.15,0.0
GZXVKWE2Z,0.15,0.0
2D2CES0NB3,0.2,0.0
2FGUU3ZQU,0.2,0.0
2D7XPDEFUP,0.15,0.0
1V99PC4EG8,0.15,0.0
5NGPS72QD,0.15,0.0
9058OX9TQ,0.15,0.0
9IM7W5G1N,0.15,0.0
2HK11K5Z85,0.15,0.0
18SG12KQU3,0.2,0.0
7MLYBWCKI,0.15,0.0
IO4W9AC01,0.1,0.0
2GHTAIRTWL,0.15,0.0
2N5ZKBLUDE,0.1,0.0
N32AUPLJP,0.1,0.0
2CXF7S8L9,0.15,0.0
KI45ZP1BI,0.15,0.0
3K318GSH0,0.15,0.0
1NAOPH6BL2,0.1,0.0
OG80KH65,0.15,0.0
2GE7WP23SK,0.15,0.0
C5ZTCEH34,0.1,0.0
11GO9PJPJ9,0.1,0.0
9H4BP9DRG,0.2,0.25
19BY00N7GE,0.1,0.25
1M415QIJI6,0.15,0.25
1KZ2AX2A52,0.1,0.25
4I7W56UJY,0.15,0.25
1WLH34QESA,0.1,0.25
1XW0Y9UCA0,0.2,0.0
GF4EY7TM2,0.2,0.0
2173S0BC3V,0.2,0.0
19CZSOODW5,0.1,0.0
13X4MVPC1N,0.1,0.0
1GI0R5RI4J,0.15,0.1
ENWC8XKTL,0.15,0.0
I8UK7L5ZT,0.2,0.0
12HF2JH5PO,0.2,0.0
1K19B1OUXW,0.15,0.0
1TBT5S3N37,0.2,0.0
2MHD6RMM5P,0.1,0.25
1JNREDK5YW,0.2,0.0
1CUHGU8SRK,0.15,0.0
2NWVQTGU3A,0.15,0.0
1YNRP1EIAF,0.1,0.0
1M2ZFO4XSO,0.2,0.0
3WLQQWIUF,0.2,0.0
6725KPDAM,0.2,0.0
GJD3WB45M,0.1,0.0
2IO9P499TD,0.15,0.0
1ETXGNOZIO,0.15,0.1
PODSKB4FL,0.15,0.0
24VNMZ2MLR,0.1,0.0
L8DUK2UXP,0.1,0.0
V18HM84EV,0.1,0.25
1LQYW2MU0V,0.15,0.0
2RGI4TEDVJ,0.1,0.0
Y550780PM,0.2,0.1
QHHOEFCBK,0.15,0.0
249VN68TIK,0.2,0.0
2EQDL3TYTW,0.15,0.0
26Z7QQHWL8,0.15,0.0
26E1L2LBOU,0.15,0.0
19WP4E36AV,0.15,0.0
17MFR1B3KM,0.05,0.25
2FEQHXQOZG,0.15,0.0
HK5TVGD4L,0.2,0.25
1P7SYWGOUK,0.2,0.0
1MKC1NK61B,0.1,0.0
LUB8DLX0E,0.2,0.0
19IYKACGPO,0.1,0.25
17S4JIELRA,0.15,0.25
B4TNBMYDQ,0.2,0.25
90813TL0H,0.15,0.0
124NJMWGAM,0.2,0.0
15Z2WL3M4Y,0.15,0.0
10POL2D5RL,0.2,0.0
D1FK0VR8U,0.15,0.0
163BCQXA8A,0.1,0.0
1MET3FWA4M,0.2,0.0
K54702BFH,0.15,0.0
I4LH42RKD,0.15,0.0
2COLIJRUC0,0.2,0.0
1USX6Z84IC,0.2,0.0
PPGQ3NHGO,0.2,0.0
2O16UJ6YJG,0.2,0.0
1UJJCPKZUA,0.1,0.25
2CROSOPS4Z,0.1,0.25
OYDU0UU5O,0.15,0.25
XDVB5K1BX,0.05,0.25
1XFLNK3RDI,0.15,0.25
14PZ7J1IAH,0.1,0.25
14SLTPUTAP,0.1,0.25
19QS68O0SQ,0.2,0.0
VK2VOH3YL,0.1,0.0
18O7XTMWF3,0.2,0.0
BFKXULCAJ,0.2,0.0
119VT7QPWO,0.15,0.0
1Q758D8V3K,0.05,0.0
2IOJPR38HQ,0.15,0.0
38HSMGNWY,0.1,0.0
2CXAP8A46I,0.2,0.25
EITQJT0J,0.15,0.25
FQPE3E5VS,0.2,0.25
15CRJW44XX,0.2,0.0
6BCU4OVTT,0.2,0.0
1BK0PWUQTS,0.1,0.0
1RTNXOYRJQ,0.15,0.0
294YIR52MS,0.2,0.0
2IW9GJIU8X,0.1,0.25
1SVIIQ9LRR,0.1,0.0
1H3SF2DVA1,0.2,0.0
BUSZ3KBNN,0.1,0.0
2FJF2POQQU,0.1,0.0
B4L6JZNJ9,0.1,0.0
17FHSUE7HJ,0.15,0.0
2JWFRHBNGA,0.15,0.0
2F8ZBA4ORG,0.1,0.0
1B9446QHDE,0.15,0.0
984WZZCKR,0.1,0.0
2RFA7QILKN,0.15,0.0
1V9410UTBS,0.2,0.0
2J1CZK5A32,0.15,0.0
1HUO9IL6E0,0.2,0.0
UM1XQVQNO,0.2,0.0
113WZMKH44,0.15,0.0
127575HZEQ,0.2,0.0
HGB51MZ6J,0.1,0.0
DGJ91BUFH,0.2,0.0
1ZY9S4ULLU,0.1,0.0
JYJVYD30D,0.1,0.0
B9Y6U3T6H,0.2,0.0
22UTV0M0YM,0.15,0.0
164DQW854D,0.2,0.0
SS5OLB0T9,0.15,0.0
HYR85JUXC,0.1,0.0
MUWDZ1931,0.2,0.0
2EJRSBSACG,0.2,0.0
A8RXYT0UQ,0.15,0.0
QJMZ00OLY,0.1,0.0
21O240JQQW,0.15,0.0
2FA4RCBQBP,0.2,0.0
2BYHBRCMCP,0.1,0.0
1C5Z0717F2,0.15,0.0
104VBU31LQ,0.15,0.0
14BSUIZRA7,0.15,0.0
24IMG3P4U,0.2,0.0
17PLX448XK,0.2,0.0
